"","year","state","county","total","male","female","over 65 male","over 65 female","under 21 male","under 21 female"
"444",2009,"02","180",9339,5014,4325,268,280,2104,1750
"445",2009,"02","185",6716,3585,3131,117,132,1477,1336
"446",2009,"02","188",7430,3950,3480,198,196,1712,1577
"447",2009,"02","195",3862,2051,1811,205,252,627,467
"448",2009,"02","198",5572,3067,2505,294,214,868,856
"449",2009,"02","220",8811,4450,4361,360,485,1226,1383
"450",2009,"02","230",1071,632,439,38,35,238,101
"451",2009,"02","240",6760,3535,3225,259,268,1336,1204
"452",2009,"02","261",9529,5092,4437,324,345,1667,1387
"453",2009,"02","270",7577,3938,3639,167,198,2002,1802
"454",2009,"02","275",2168,1029,1139,162,133,263,402
"455",2009,"02","282",418,207,211,24,20,85,70
"456",2009,"02","290",5813,3133,2680,270,243,1080,957
"457",2009,"04","001",69341,34067,35274,3225,4006,14387,13749
"458",2009,"04","003",127613,63380,64233,10156,11471,20139,18765
"459",2009,"04","005",127312,63457,63855,4662,5333,24577,23322
"460",2009,"04","007",51850,25641,26209,5179,6123,7433,6960
"461",2009,"04","009",34780,18247,16533,1906,2423,6313,5885
"462",2009,"04","011",7723,4057,3666,366,415,1477,1209
"463",2009,"04","012",20055,10032,10023,3095,3166,2219,2134
"464",2009,"04","013",3855521,1943284,1912237,186548,237488,646026,608957
"465",2009,"04","015",192988,95420,97568,19652,21266,26055,24231
"466",2009,"04","017",110458,54613,55845,6009,7006,21078,20466
"467",2009,"04","019",990213,484947,505266,63515,81693,149582,144181
"468",2009,"04","021",296113,154918,141195,19699,21905,46803,43098
"469",2009,"04","023",42550,20433,22117,2426,3413,8347,7659
"470",2009,"04","025",209365,102669,106696,22078,25341,26370,24204
"471",2009,"04","027",188983,94135,94848,16359,17912,34479,32464
"472",2009,"05","001",19385,9385,10000,1264,1869,2907,2732
"473",2009,"05","003",22337,10835,11502,1431,1864,3379,3273
"474",2009,"05","005",41468,19934,21534,5185,5899,4635,4485
"475",2009,"05","007",209931,104129,105802,11490,13576,34581,33151
"476",2009,"05","009",36341,17621,18720,2824,3637,5154,5081
"477",2009,"05","011",11967,6058,5909,824,1184,1691,1486
"478",2009,"05","013",5411,2646,2765,367,558,827,766
"479",2009,"05","015",27321,13670,13651,2044,2447,3886,3497
"480",2009,"05","017",12279,6051,6228,782,1252,1930,1703
"481",2009,"05","019",23601,11288,12313,1364,2001,4045,4831
"482",2009,"05","021",16045,7704,8341,1263,1898,2230,2067
"483",2009,"05","023",25292,12293,12999,2564,3031,3262,3089
"484",2009,"05","025",8640,4231,4409,570,736,1313,1271
"485",2009,"05","027",24292,11642,12650,1540,2312,3881,3752
"486",2009,"05","029",20619,10065,10554,1426,1839,3128,2974
"487",2009,"05","031",91474,44153,47321,4398,6450,14225,13944
"488",2009,"05","033",58740,29012,29728,3269,3960,9546,8975
"489",2009,"05","035",52199,24780,27419,2120,3168,9026,9134
"490",2009,"05","037",18801,9107,9694,1078,1537,2940,2924
"491",2009,"05","039",8214,3886,4328,569,767,1130,1279
"492",2009,"05","041",13737,6520,7217,846,1180,2291,2004
"493",2009,"05","043",18699,9154,9545,1055,1431,2961,2769
"494",2009,"05","045",104468,50976,53492,4386,5831,19400,19368
"495",2009,"05","047",18037,8730,9307,1270,1802,2821,2731
"496",2009,"05","049",11700,5625,6075,1187,1395,1431,1506
"497",2009,"05","051",96285,46891,49394,8959,11369,12676,11560
"498",2009,"05","053",17544,8716,8828,1054,1244,2643,2505
"499",2009,"05","055",40190,19749,20441,2304,3310,6132,5676
"500",2009,"05","057",23094,11585,11509,1438,1825,3826,3439
"501",2009,"05","059",31621,15789,15832,2020,2740,4371,4231
"502",2009,"05","061",14253,6964,7289,868,1209,2301,2327
"503",2009,"05","063",34462,16929,17533,2274,2982,4992,4950
"504",2009,"05","065",13086,6682,6404,1285,1562,1630,1444
"505",2009,"05","067",17038,8261,8777,919,1458,2338,2043
"506",2009,"05","069",79698,39196,40502,4211,6154,12858,12270
"507",2009,"05","071",24576,12114,12462,1515,1994,3956,3771
"508",2009,"05","073",7715,3801,3914,603,780,1261,1004
"509",2009,"05","075",16912,8220,8692,1216,1871,2514,2300
"510",2009,"05","077",10776,5932,4844,628,894,1540,1267
"511",2009,"05","079",13753,8067,5686,706,1047,2132,1695
"512",2009,"05","081",12921,6368,6553,942,1190,1925,1572
"513",2009,"05","083",22550,11275,11275,1639,2177,3405,3134
"514",2009,"05","085",63424,31378,32046,2991,3900,10539,9901
"515",2009,"05","087",15478,7788,7690,1130,1371,2382,2118
"516",2009,"05","089",16581,8212,8369,1797,1945,2135,1798
"517",2009,"05","091",42971,20940,22031,2419,3526,6708,6193
"518",2009,"05","093",46778,22404,24374,2268,3460,7959,7627
"519",2009,"05","095",8606,3972,4634,643,979,1324,1285
"520",2009,"05","097",9064,4381,4683,835,1029,1235,1236
"521",2009,"05","099",9324,4592,4732,613,909,1449,1330
"522",2009,"05","101",8311,4236,4075,659,797,1202,991
"523",2009,"05","103",26016,12352,13664,1751,2646,3767,3584
"524",2009,"05","105",10294,5112,5182,728,905,1523,1420
"525",2009,"05","107",22002,10103,11899,1259,1928,4172,3788
"526",2009,"05","109",10763,5361,5402,814,1140,1609,1411
"527",2009,"05","111",24865,11974,12891,1486,2125,3816,3706
"528",2009,"05","113",20140,9913,10227,1627,2063,2916,2783
"529",2009,"05","115",58963,29054,29909,3360,4547,9601,9058
"530",2009,"05","117",8776,4338,4438,731,909,1231,1010
"531",2009,"05","119",375518,179692,195826,17994,27270,57052,55007
"532",2009,"05","121",18058,8808,9250,1318,1870,2632,2518
"533",2009,"05","123",26769,13612,13157,1339,1949,4423,3904
"534",2009,"05","125",95000,47194,47806,5625,6772,13770,13022
"535",2009,"05","127",11170,5544,5626,814,1162,1855,1462
"536",2009,"05","129",8002,3944,4058,735,910,1024,1045
"537",2009,"05","131",121325,59186,62139,6378,9087,19435,18801
"538",2009,"05","133",16516,8215,8301,872,1170,2949,2952
"539",2009,"05","135",17689,8483,9206,1807,2312,2164,2190
"540",2009,"05","137",11920,5854,6066,1189,1369,1478,1482
"541",2009,"05","139",43157,20657,22500,2644,4210,6548,6065
"542",2009,"05","141",16411,7938,8473,1727,2084,2056,2117
"543",2009,"05","143",193353,96635,96718,7815,10655,32806,31427
"544",2009,"05","145",73838,36202,37636,4448,5927,12344,11504
"545",2009,"05","147",7677,3703,3974,497,784,1121,975
"546",2009,"05","149",21912,10934,10978,1305,1799,3712,3312
"547",2009,"06","001",1457095,719873,737222,65296,90335,213236,201466
"548",2009,"06","003",1153,606,547,67,37,181,210
"549",2009,"06","005",38039,20452,17587,3230,3803,4396,4043
"550",2009,"06","007",217917,107195,110722,13641,18720,36028,34180
"551",2009,"06","009",46548,23206,23342,4224,4628,5925,5271
"552",2009,"06","011",21001,10625,10376,1148,1361,3850,3687
"553",2009,"06","013",1015571,499953,515618,51486,68606,158331,151433
"554",2009,"06","015",28729,15568,13161,1646,2172,4202,3635
"555",2009,"06","017",175941,88325,87616,9614,11034,26460,24995
"556",2009,"06","019",890750,448896,441854,37012,49422,168431,159440
"557",2009,"06","021",27891,14154,13737,1551,1895,5125,4491
"558",2009,"06","023",129003,63866,65137,7075,9247,19467,18350
"559",2009,"06","025",160034,83125,76909,7374,9282,30929,28881
"560",2009,"06","027",17438,8565,8873,1256,1643,2260,2319
"561",2009,"06","029",780953,403976,376977,30558,38960,151356,140593
"562",2009,"06","031",146696,84670,62026,4816,6097,27064,23658
"563",2009,"06","033",64756,32036,32720,4813,5713,8866,8568
"564",2009,"06","035",34428,22466,11962,1451,1626,4598,3394
"565",2009,"06","037",9785295,4850087,4935208,421859,585974,1596331,1519249
"566",2009,"06","039",144794,69804,74990,6845,8131,26448,24640
"567",2009,"06","041",246711,123103,123608,16542,21545,31156,28846
"568",2009,"06","043",17865,9025,8840,1630,1684,1758,2116
"569",2009,"06","045",86030,43065,42965,5728,7012,12901,11480
"570",2009,"06","047",242235,121826,120409,9887,12865,48650,46742
"571",2009,"06","049",9162,4703,4459,886,895,1317,1061
"572",2009,"06","051",12925,7023,5902,729,646,1735,1588
"573",2009,"06","053",404922,210686,194236,17756,23175,71097,65639
"574",2009,"06","055",132173,66452,65721,8398,11064,19849,18429
"575",2009,"06","057",97063,48543,48520,8069,9393,12446,11301
"576",2009,"06","059",2976831,1488489,1488342,140273,187633,469185,446377
"577",2009,"06","061",332059,164194,167865,21879,27610,49621,47130
"578",2009,"06","063",20550,10397,10153,1899,2140,2623,2113
"579",2009,"06","065",2036304,1018316,1017988,100834,131579,367020,351679
"580",2009,"06","067",1375605,676045,699560,63345,88200,221557,211321
"581",2009,"06","069",54752,27915,26837,2280,2536,10219,9360
"582",2009,"06","071",1986635,997128,989507,70421,93638,382379,358702
"583",2009,"06","073",2987543,1497336,1490207,141728,192461,477433,444014
"584",2009,"06","075",797271,405087,392184,48244,64700,72799,69849
"585",2009,"06","077",664641,333069,331572,27976,37761,125043,116446
"586",2009,"06","079",262149,134587,127562,16476,21449,40864,38808
"587",2009,"06","081",701886,348520,353366,38482,52842,97236,91579
"588",2009,"06","083",402025,202675,199350,22318,29724,71563,68849
"589",2009,"06","085",1729378,882135,847243,79790,104093,263283,246879
"590",2009,"06","087",251398,125864,125534,11208,15472,40001,39025
"591",2009,"06","089",179387,87904,91483,12125,15450,26689,25663
"592",2009,"06","091",3240,1689,1551,293,322,418,275
"593",2009,"06","093",44404,21955,22449,3822,4526,6084,5298
"594",2009,"06","095",406461,204517,201944,18855,25280,65853,61873
"595",2009,"06","097",464218,229877,234341,25761,35178,68408,63179
"596",2009,"06","099",505165,250196,254969,21897,29654,92223,88410
"597",2009,"06","101",90731,45274,45457,4905,6320,15806,14588
"598",2009,"06","103",60601,30091,30510,4178,5096,9414,8912
"599",2009,"06","105",13922,6940,6982,1554,1569,1607,1524
"600",2009,"06","107",416299,209465,206834,17028,21913,83856,79486
"601",2009,"06","109",55761,29525,26236,4838,5843,6634,5653
"602",2009,"06","111",792313,397194,395119,38617,50570,133272,125399
"603",2009,"06","113",192974,94711,98263,7929,10522,35477,36592
"604",2009,"06","115",70906,35657,35249,2899,3708,13255,12292
"605",2009,"08","001",419439,212783,206656,14612,19345,70962,68399
"606",2009,"08","003",15353,7701,7652,728,938,2883,3086
"607",2009,"08","005",544157,268280,275877,24293,32654,86683,81288
"608",2009,"08","007",12225,6848,5377,867,770,3492,2725
"609",2009,"08","009",3847,1839,2008,403,520,490,459
"610",2009,"08","011",6128,3796,2332,354,387,506,639
"611",2009,"08","013",295524,149564,145960,11311,14321,48437,46297
"612",2009,"08","014",52882,26717,26165,1632,2031,8782,8098
"613",2009,"08","015",16870,9047,7823,1477,1662,1934,1466
"614",2009,"08","017",1622,756,866,132,228,194,261
"615",2009,"08","019",8886,4574,4312,356,389,1073,1076
"616",2009,"08","021",8021,3955,4066,581,660,1363,1292
"617",2009,"08","023",3282,1638,1644,319,377,447,410
"618",2009,"08","025",6311,4470,1841,258,274,1045,606
"619",2009,"08","027",3598,1796,1802,343,301,352,352
"620",2009,"08","029",30353,15109,15244,2723,3301,4239,3896
"621",2009,"08","031",582447,294727,287720,24289,36363,82269,76904
"622",2009,"08","033",1771,937,834,141,167,242,184
"623",2009,"08","035",269451,134954,134497,7469,8094,46333,43937
"624",2009,"08","037",50614,27316,23298,1130,991,7179,6719
"625",2009,"08","039",22786,11492,11294,973,964,3453,3411
"626",2009,"08","041",586446,292331,294115,23566,31660,100357,91269
"627",2009,"08","043",47393,27898,19495,3387,4148,4827,4553
"628",2009,"08","045",52878,27096,25782,2100,2388,8748,8306
"629",2009,"08","047",5177,2629,2548,234,185,561,579
"630",2009,"08","049",13550,7029,6521,646,544,1667,2113
"631",2009,"08","051",14924,7937,6987,543,557,2644,2352
"632",2009,"08","053",554,294,260,40,30,64,8
"633",2009,"08","055",7713,4329,3384,686,818,948,680
"634",2009,"08","057",1305,713,592,161,133,194,74
"635",2009,"08","059",529025,263274,265751,26941,34463,76402,71569
"636",2009,"08","061",1644,741,903,189,240,169,213
"637",2009,"08","063",8072,4477,3595,547,669,1196,1173
"638",2009,"08","065",8025,4086,3939,178,340,1193,1334
"639",2009,"08","067",49678,25125,24553,2475,2771,7870,6726
"640",2009,"08","069",286978,143154,143824,13218,17515,45893,45002
"641",2009,"08","071",15814,7831,7983,1149,1558,2209,2161
"642",2009,"08","073",5285,3079,2206,372,495,711,572
"643",2009,"08","075",20828,11123,9705,1316,1581,3316,2857
"644",2009,"08","077",137879,67593,70286,8781,11648,20877,19610
"645",2009,"08","079",1077,531,546,158,190,75,55
"646",2009,"08","081",13555,6942,6613,554,757,2168,2224
"647",2009,"08","083",25000,12283,12717,1663,2172,3955,3315
"648",2009,"08","085",39303,19355,19948,2906,3639,5807,5673
"649",2009,"08","087",27630,13913,13717,1629,2140,4644,4409
"650",2009,"08","089",18833,9071,9762,1363,1967,2941,2740
"651",2009,"08","091",4519,2083,2436,259,268,539,586
"652",2009,"08","093",16788,8760,8028,798,698,2094,1878
"653",2009,"08","095",4479,2119,2360,332,445,662,765
"654",2009,"08","097",15314,7993,7321,753,671,1533,1642
"655",2009,"08","099",13206,6767,6439,755,1070,2469,2025
"656",2009,"08","101",153814,75212,78602,9878,13120,24333,22909
"657",2009,"08","103",6183,3095,3088,337,387,956,863
"658",2009,"08","105",11743,5848,5895,852,1134,1942,1800
"659",2009,"08","107",22356,12081,10275,709,675,2950,2600
"660",2009,"08","109",6929,3465,3464,361,396,1094,1028
"661",2009,"08","111",686,478,208,53,17,77,27
"662",2009,"08","113",7385,3899,3486,167,136,688,917
"663",2009,"08","115",2378,1152,1226,255,415,321,245
"664",2009,"08","117",26246,14931,11315,761,639,3315,2982
"665",2009,"08","119",21554,10947,10607,1256,1166,2887,2532
"666",2009,"08","121",4647,2258,2389,393,566,634,627
"667",2009,"08","123",241221,121195,120026,8840,10923,41896,40707
"668",2009,"08","125",9630,4687,4943,656,936,1515,1347
"669",2009,"09","001",892843,436401,456442,48294,68276,139920,131262
"670",2009,"09","003",874409,423285,451124,50194,73716,129266,122786
"671",2009,"09","005",188411,92690,95721,11837,16226,26182,24584
"672",2009,"09","007",164004,80331,83673,9825,13523,22776,21905
"673",2009,"09","009",843532,407736,435796,46997,69437,125962,119968
"674",2009,"09","011",266183,131131,135052,15032,20694,39099,36781
"675",2009,"09","013",148526,74946,73580,7401,9238,24911,24527
"676",2009,"09","015",116579,57615,58964,5800,8305,18004,16649
"677",2009,"10","001",151332,72783,78549,8385,11049,24504,23873
"678",2009,"10","003",527774,256413,271361,26003,35915,81196,78941
"679",2009,"10","005",184726,90345,94381,16792,20705,23967,22417
"680",2009,"11","001",588433,277522,310911,27321,42228,76924,77731
"681",2009,"12","001",238990,117011,121979,10265,14235,41532,42857
"682",2009,"12","003",25478,13327,12151,1102,1437,4140,4114
"683",2009,"12","005",163451,80876,82575,10369,12782,24080,22465
"684",2009,"12","007",28841,16137,12704,1596,2146,3797,3626
"685",2009,"12","009",532697,261529,271168,48460,59072,69911,65242
"686",2009,"12","011",1759132,855828,903304,101495,143567,253344,240996
"687",2009,"12","013",13525,7186,6339,898,1130,1644,1707
"688",2009,"12","015",156043,75364,80679,24021,27457,15060,13473
"689",2009,"12","017",138161,66464,71697,19544,22511,14450,13299
"690",2009,"12","019",179850,88593,91257,8660,10393,29484,28307
"691",2009,"12","021",313165,159211,153954,37632,40824,40629,36924
"692",2009,"12","023",67397,34330,33067,4518,5442,10662,9378
"693",2009,"12","027",34890,19809,15081,2897,3129,5349,4691
"694",2009,"12","029",14800,8031,6769,1326,1462,2322,1946
"695",2009,"12","031",846385,410031,436354,36947,52889,132658,125353
"696",2009,"12","033",303292,149901,153391,18362,25208,48849,43988
"697",2009,"12","035",85623,41663,43960,9724,11003,10237,9577
"698",2009,"12","037",10998,5961,5037,897,846,1140,1169
"699",2009,"12","039",46725,22114,24611,2436,3466,6707,6629
"700",2009,"12","041",16771,8470,8301,1152,1468,3100,2314
"701",2009,"12","043",11070,6042,5028,1119,1162,1420,1239
"702",2009,"12","045",15714,9403,6311,1138,1282,2077,1569
"703",2009,"12","047",14228,8370,5858,769,943,2119,1837
"704",2009,"12","049",28684,16130,12554,1881,2014,4958,4520
"705",2009,"12","051",39244,22146,17098,2132,2128,8064,6306
"706",2009,"12","053",166338,79766,86572,19784,23692,19867,19559
"707",2009,"12","055",97738,48292,49446,13826,16581,11583,10850
"708",2009,"12","057",1167116,574856,592260,58177,76244,181257,172899
"709",2009,"12","059",19065,10040,9025,1358,1789,2803,2432
"710",2009,"12","061",131811,64428,67383,15677,18953,16291,14594
"711",2009,"12","063",49618,26633,22985,3214,4378,6919,5867
"712",2009,"12","065",13933,7207,6726,907,1200,2027,1901
"713",2009,"12","067",7981,4334,3647,506,566,1265,1148
"714",2009,"12","069",297828,145161,152667,38766,45775,35353,33634
"715",2009,"12","071",573676,283912,289764,59516,67875,72654,68162
"716",2009,"12","073",261023,124828,136195,9557,13140,45578,47489
"717",2009,"12","075",38555,18533,20022,3334,3681,5175,5100
"718",2009,"12","077",7811,4655,3156,313,389,1299,1190
"719",2009,"12","079",18924,9933,8991,1200,1729,2874,2571
"720",2009,"12","081",313011,152936,160075,31326,38533,40094,37914
"721",2009,"12","083",318886,154905,163981,34937,41452,40293,37776
"722",2009,"12","085",138791,68897,69894,16588,19851,16283,14831
"723",2009,"12","086",2457044,1196859,1260185,144187,202761,363543,346150
"724",2009,"12","087",74024,39285,34739,6268,5245,7456,7062
"725",2009,"12","089",67977,33679,34298,4930,5437,9641,9192
"726",2009,"12","091",180955,90095,90860,10594,12988,27696,25544
"727",2009,"12","093",39936,21215,18721,3066,3394,6406,5748
"728",2009,"12","095",1062344,528176,534168,42498,57421,167323,159840
"729",2009,"12","097",254739,126863,127876,13077,16079,43173,40348
"730",2009,"12","099",1268601,619926,648675,118188,152163,168654,158006
"731",2009,"12","101",453933,220755,233178,41800,53037,59364,56358
"732",2009,"12","103",915003,439300,475703,78897,110879,107465,101277
"733",2009,"12","105",566657,279589,287068,43918,54403,85470,80309
"734",2009,"12","107",73250,36235,37015,6352,7491,11603,10041
"735",2009,"12","109",174994,85906,89088,11948,14433,24867,23191
"736",2009,"12","111",255984,125853,130131,23535,28075,35664,33827
"737",2009,"12","113",147302,73883,73419,8150,9357,22479,20651
"738",2009,"12","115",367446,176700,190746,48653,60280,37876,35761
"739",2009,"12","117",408694,201105,207589,19677,25718,62009,58166
"740",2009,"12","119",71519,38421,33098,7438,8295,5858,5880
"741",2009,"12","121",39256,19392,19864,3088,4209,5931,5133
"742",2009,"12","123",20723,10977,9746,1318,1719,3225,2772
"743",2009,"12","125",14574,9128,5446,480,667,2379,1606
"744",2009,"12","127",494449,242039,252410,44133,57310,64015,59976
"745",2009,"12","129",30232,15983,14249,1924,1986,4276,3826
"746",2009,"12","131",52528,26722,25806,3793,4219,6360,6263
"747",2009,"12","133",22997,11917,11080,1470,1872,3075,3112
"748",2009,"13","001",17871,8869,9002,929,1271,3012,2775
"749",2009,"13","003",8124,3969,4155,307,431,1459,1624
"750",2009,"13","005",10464,5228,5236,473,812,1718,1498
"751",2009,"13","007",3810,1624,2186,202,307,629,889
"752",2009,"13","009",46252,25035,21217,2328,2874,7704,7536
"753",2009,"13","011",16388,8126,8262,876,1039,2489,2245
"754",2009,"13","013",66458,33285,33173,2419,3455,11381,10698
